from,to,subject_cui,object_cui,pmid,pmid_url,sentence
Streptozocin,Alzheimers,C0038432,C0002395,32599128,https://pubmed.ncbi.nlm.nih.gov/32599128,"Taken together, these data demonstrated that rapamycin improved STZ-induced AD-like tauopathies and memory deficit in mice via improving p70S6K and AKT/AMPK/GSK-3beta signaling and decreasing AGEs."
Streptozocin,Alzheimers,C0038432,C0002395,32599128,https://pubmed.ncbi.nlm.nih.gov/32599128,Inhibition of mTORC1 improves STZ-induced AD-like impairments in mice.
Streptozocin,Alzheimers,C0038432,C0002395,32599128,https://pubmed.ncbi.nlm.nih.gov/32599128,"We found that memory disorders, impairment of insulin signaling, and AD-like tauopathies were exhibited in two different STZ-induced mouse models and that the level of Advanced Glycation End Products (AGEs) was increased in two STZ mouse models."
Streptozocin,Alzheimers,C0038432,C0002395,32728854,https://pubmed.ncbi.nlm.nih.gov/32728854,"Thus, NR1-dependent mitochondrial calcium accumulation could be considered as a major attribute to the animal model of ICV-STZ-induced AD-like manifestations."
Streptozocin,Alzheimers,C0038432,C0002395,32728854,https://pubmed.ncbi.nlm.nih.gov/32728854,"Thus, NR1-dependent mitochondrial calcium accumulation could be considered as a major attribute to the animal model of ICV-STZ-induced AD-like manifestations."
Streptozocin,Alzheimers,C0038432,C0002395,32728854,https://pubmed.ncbi.nlm.nih.gov/32728854,"Thus, NR1-dependent mitochondrial calcium accumulation could be considered as a major attribute to the animal model of ICV-STZ-induced AD-like manifestations."
Streptozocin,Alzheimers,C0038432,C0002395,32738031,https://pubmed.ncbi.nlm.nih.gov/32738031,"Moreover, oral administration of ISO protects hippocampal neurons from STZ-induced neurotoxicity and significantly improves the cognitive and behavioural impairment in STZ-induced AD rats."
Streptozocin,Alzheimers,C0038432,C0002395,32738031,https://pubmed.ncbi.nlm.nih.gov/32738031,Protective effects of isoquercitrin on streptozotocin-induced neurotoxicity.Alzheimer's disease (AD) is characterized by irreversible and progressive memory loss and has no effective treatment.
Streptozocin,Alzheimers,C0038432,C0002395,32738031,https://pubmed.ncbi.nlm.nih.gov/32738031,"We found that a lead flavonoid compound, isoquercitrin (ISO) display the most effective anti-cytotoxic activities via inhibiting STZ-induced apoptosis, mitochondria dysfunction and oxidative stress."
Streptozocin,Alzheimers,C0038432,C0002395,32738031,https://pubmed.ncbi.nlm.nih.gov/32738031,"Moreover, oral administration of ISO protects hippocampal neurons from STZ-induced neurotoxicity and significantly improves the cognitive and behavioural impairment in STZ-induced AD rats."
Streptozocin,Alzheimers,C0038432,C0002395,32738031,https://pubmed.ncbi.nlm.nih.gov/32738031,Protective effects of isoquercitrin on streptozotocin-induced neurotoxicity.Alzheimer's disease (AD) is characterized by irreversible and progressive memory loss and has no effective treatment.
Streptozocin,Alzheimers,C0038432,C0002395,32738031,https://pubmed.ncbi.nlm.nih.gov/32738031,"We found that a lead flavonoid compound, isoquercitrin (ISO) display the most effective anti-cytotoxic activities via inhibiting STZ-induced apoptosis, mitochondria dysfunction and oxidative stress."
Streptozocin,Alzheimers,C0038432,C0002395,32738031,https://pubmed.ncbi.nlm.nih.gov/32738031,"Moreover, oral administration of ISO protects hippocampal neurons from STZ-induced neurotoxicity and significantly improves the cognitive and behavioural impairment in STZ-induced AD rats."
Streptozocin,Alzheimers,C0038432,C0002395,32738031,https://pubmed.ncbi.nlm.nih.gov/32738031,Protective effects of isoquercitrin on streptozotocin-induced neurotoxicity.Alzheimer's disease (AD) is characterized by irreversible and progressive memory loss and has no effective treatment.
Streptozocin,Alzheimers,C0038432,C0002395,32738031,https://pubmed.ncbi.nlm.nih.gov/32738031,"We found that a lead flavonoid compound, isoquercitrin (ISO) display the most effective anti-cytotoxic activities via inhibiting STZ-induced apoptosis, mitochondria dysfunction and oxidative stress."
Streptozocin,Alzheimers,C0038432,C0002395,32876502,https://pubmed.ncbi.nlm.nih.gov/32876502,Also these NPs acquired a high concentration in mice brain and better pharmacokinetic profile than ALN solution (intranasal) CS-ALN-NPs were then evaluated against intracerebroventricular-streptozotocin (ICV-STZ) induced Alzheimer's disease (AD)-like pathologies in mice.
Streptozocin,Alzheimers,C0038432,C0002395,32876502,https://pubmed.ncbi.nlm.nih.gov/32876502,Also these NPs acquired a high concentration in mice brain and better pharmacokinetic profile than ALN solution (intranasal) CS-ALN-NPs were then evaluated against intracerebroventricular-streptozotocin (ICV-STZ) induced Alzheimer's disease (AD)-like pathologies in mice.
Streptozocin,Alzheimers,C0038432,C0002395,32876502,https://pubmed.ncbi.nlm.nih.gov/32876502,Also these NPs acquired a high concentration in mice brain and better pharmacokinetic profile than ALN solution (intranasal) CS-ALN-NPs were then evaluated against intracerebroventricular-streptozotocin (ICV-STZ) induced Alzheimer's disease (AD)-like pathologies in mice.
Streptozocin,Alzheimers,C0038432,C0002395,32903692,https://pubmed.ncbi.nlm.nih.gov/32903692,"Furthermore, we found that phosphorylation of Drp1 was induced by CDK5, and inhibition of CDK5 suppresses STZ-induced mitochondrial fragmentation and AD-like pathology."
Streptozocin,Alzheimers,C0038432,C0002395,32903692,https://pubmed.ncbi.nlm.nih.gov/32903692,Streptozotocin Induces Alzheimer's Disease-Like Pathology in Hippocampal Neuronal Cells    via     CDK5/Drp1-Mediated Mitochondrial Fragmentation.
Streptozocin,Alzheimers,C0038432,C0002395,32903692,https://pubmed.ncbi.nlm.nih.gov/32903692,We also determined that inhibition of mitochondrial fragmentation suppresses STZ-induced AD-like pathology.
Streptozocin,Alzheimers,C0038432,C0002395,32903692,https://pubmed.ncbi.nlm.nih.gov/32903692,"Furthermore, we found that phosphorylation of Drp1 was induced by CDK5, and inhibition of CDK5 suppresses STZ-induced mitochondrial fragmentation and AD-like pathology."
Streptozocin,Alzheimers,C0038432,C0002395,32903692,https://pubmed.ncbi.nlm.nih.gov/32903692,Streptozotocin Induces Alzheimer's Disease-Like Pathology in Hippocampal Neuronal Cells    via     CDK5/Drp1-Mediated Mitochondrial Fragmentation.
Streptozocin,Alzheimers,C0038432,C0002395,32903692,https://pubmed.ncbi.nlm.nih.gov/32903692,We also determined that inhibition of mitochondrial fragmentation suppresses STZ-induced AD-like pathology.
Streptozocin,Alzheimers,C0038432,C0002395,32903692,https://pubmed.ncbi.nlm.nih.gov/32903692,"Furthermore, we found that phosphorylation of Drp1 was induced by CDK5, and inhibition of CDK5 suppresses STZ-induced mitochondrial fragmentation and AD-like pathology."
Streptozocin,Alzheimers,C0038432,C0002395,32903692,https://pubmed.ncbi.nlm.nih.gov/32903692,Streptozotocin Induces Alzheimer's Disease-Like Pathology in Hippocampal Neuronal Cells    via     CDK5/Drp1-Mediated Mitochondrial Fragmentation.
Streptozocin,Alzheimers,C0038432,C0002395,32903692,https://pubmed.ncbi.nlm.nih.gov/32903692,We also determined that inhibition of mitochondrial fragmentation suppresses STZ-induced AD-like pathology.
Streptozocin,Alzheimers,C0038432,C0002395,33352241,https://pubmed.ncbi.nlm.nih.gov/33352241,Prophylactic effects of sporoderm-removed Ganoderma lucidum spores in a rat model of streptozotocin-induced sporadic Alzheimer's disease.
Streptozocin,Alzheimers,C0038432,C0002395,33352241,https://pubmed.ncbi.nlm.nih.gov/33352241,"CONCLUSION: These findings indicate that RGLS prevented learning and memory impairments in the present rat model of streptozotocin-induced sporadic Alzheimer's disease, and these effects depended on a decrease in Abeta expression and Tau hyperphosphorylation and the modulation of BDNF-TrkB signaling in the hippocampus."
Streptozocin,Alzheimers,C0038432,C0002395,33352241,https://pubmed.ncbi.nlm.nih.gov/33352241,"RESULTS: Treatment with RGLS (360 and 720 mg/kg) significantly enhanced memory in the rat model of STZ-induced sporadic Alzheimer's disease and reversed the streptozotocin-induced increases in Abeta expression and Tau protein expression and phosphorylation at Ser199, Ser202, and Ser396."
Streptozocin,Alzheimers,C0038432,C0002395,33352241,https://pubmed.ncbi.nlm.nih.gov/33352241,Prophylactic effects of sporoderm-removed Ganoderma lucidum spores in a rat model of streptozotocin-induced sporadic Alzheimer's disease.
Streptozocin,Alzheimers,C0038432,C0002395,33352241,https://pubmed.ncbi.nlm.nih.gov/33352241,"CONCLUSION: These findings indicate that RGLS prevented learning and memory impairments in the present rat model of streptozotocin-induced sporadic Alzheimer's disease, and these effects depended on a decrease in Abeta expression and Tau hyperphosphorylation and the modulation of BDNF-TrkB signaling in the hippocampus."
Streptozocin,Alzheimers,C0038432,C0002395,33352241,https://pubmed.ncbi.nlm.nih.gov/33352241,"RESULTS: Treatment with RGLS (360 and 720 mg/kg) significantly enhanced memory in the rat model of STZ-induced sporadic Alzheimer's disease and reversed the streptozotocin-induced increases in Abeta expression and Tau protein expression and phosphorylation at Ser199, Ser202, and Ser396."
Streptozocin,Alzheimers,C0038432,C0002395,33352241,https://pubmed.ncbi.nlm.nih.gov/33352241,Prophylactic effects of sporoderm-removed Ganoderma lucidum spores in a rat model of streptozotocin-induced sporadic Alzheimer's disease.
Streptozocin,Alzheimers,C0038432,C0002395,33352241,https://pubmed.ncbi.nlm.nih.gov/33352241,"CONCLUSION: These findings indicate that RGLS prevented learning and memory impairments in the present rat model of streptozotocin-induced sporadic Alzheimer's disease, and these effects depended on a decrease in Abeta expression and Tau hyperphosphorylation and the modulation of BDNF-TrkB signaling in the hippocampus."
Streptozocin,Alzheimers,C0038432,C0002395,33352241,https://pubmed.ncbi.nlm.nih.gov/33352241,"RESULTS: Treatment with RGLS (360 and 720 mg/kg) significantly enhanced memory in the rat model of STZ-induced sporadic Alzheimer's disease and reversed the streptozotocin-induced increases in Abeta expression and Tau protein expression and phosphorylation at Ser199, Ser202, and Ser396."
Streptozocin,Alzheimers,C0038432,C0002395,33448390,https://pubmed.ncbi.nlm.nih.gov/33448390,"As glucose hypometabolism in the brain is an early sign of Alzheimer's dementia (AD), the diabetogenic drug streptozotocin (STZ) has been used to induce Alzheimer-like pathology in rat brain by intracereboventricular injection (icv-STZ)."
Streptozocin,Alzheimers,C0038432,C0002395,33448390,https://pubmed.ncbi.nlm.nih.gov/33448390,We found that icv-STZ at a dose of 3 mg/kg (2 * 1.5 mg/kg) causes overt toxicity reflected in body weight loss.
Streptozocin,Alzheimers,C0038432,C0002395,33448390,https://pubmed.ncbi.nlm.nih.gov/33448390,"As glucose hypometabolism in the brain is an early sign of Alzheimer's dementia (AD), the diabetogenic drug streptozotocin (STZ) has been used to induce Alzheimer-like pathology in rat brain by intracereboventricular injection (icv-STZ)."
Streptozocin,Alzheimers,C0038432,C0002395,33448390,https://pubmed.ncbi.nlm.nih.gov/33448390,We found that icv-STZ at a dose of 3 mg/kg (2 * 1.5 mg/kg) causes overt toxicity reflected in body weight loss.
Streptozocin,Alzheimers,C0038432,C0002395,33448390,https://pubmed.ncbi.nlm.nih.gov/33448390,"As glucose hypometabolism in the brain is an early sign of Alzheimer's dementia (AD), the diabetogenic drug streptozotocin (STZ) has been used to induce Alzheimer-like pathology in rat brain by intracereboventricular injection (icv-STZ)."
Streptozocin,Alzheimers,C0038432,C0002395,33448390,https://pubmed.ncbi.nlm.nih.gov/33448390,We found that icv-STZ at a dose of 3 mg/kg (2 * 1.5 mg/kg) causes overt toxicity reflected in body weight loss.
Streptozocin,Alzheimers,C0038432,C0002395,33479638,https://pubmed.ncbi.nlm.nih.gov/33479638,"Five synthetic sulfonamides derived from carvacrol, a natural product and a small molecule with druglike properties, were evaluated with respect to their effects on the cognitive deficits of animals with streptozotocin (STZ)-induced Alzheimer's disease (AD)."
Streptozocin,Alzheimers,C0038432,C0002395,33479638,https://pubmed.ncbi.nlm.nih.gov/33479638,"Five synthetic sulfonamides derived from carvacrol, a natural product and a small molecule with druglike properties, were evaluated with respect to their effects on the cognitive deficits of animals with streptozotocin (STZ)-induced Alzheimer's disease (AD)."
Streptozocin,Alzheimers,C0038432,C0002395,33479638,https://pubmed.ncbi.nlm.nih.gov/33479638,"Five synthetic sulfonamides derived from carvacrol, a natural product and a small molecule with druglike properties, were evaluated with respect to their effects on the cognitive deficits of animals with streptozotocin (STZ)-induced Alzheimer's disease (AD)."
Streptozocin,Alzheimers,C0038432,C0002395,33732137,https://pubmed.ncbi.nlm.nih.gov/33732137,"Conclusion:     A bilateral hippocampal microinjection of STZ could induce not only AD-like behavioral performance in mice, but also adaptive changes of synaptic plasticity against neuroinflammatory and endocrinal injuries."
Streptozocin,Alzheimers,C0038432,C0002395,33732137,https://pubmed.ncbi.nlm.nih.gov/33732137,"Conclusion:     A bilateral hippocampal microinjection of STZ could induce not only AD-like behavioral performance in mice, but also adaptive changes of synaptic plasticity against neuroinflammatory and endocrinal injuries."
Streptozocin,Alzheimers,C0038432,C0002395,33732137,https://pubmed.ncbi.nlm.nih.gov/33732137,"Conclusion:     A bilateral hippocampal microinjection of STZ could induce not only AD-like behavioral performance in mice, but also adaptive changes of synaptic plasticity against neuroinflammatory and endocrinal injuries."
Streptozocin,Alzheimers,C0038432,C0002395,33814439,https://pubmed.ncbi.nlm.nih.gov/33814439,"Enhancement of O-GlcNAcylation to moderate levels by using low-dose OGA inhibitor in ICV-STZ mice prevented STZ-induced body weight loss, rescued cognitive impairments, and restored AD-like pathologies, including hyperphosphorylation of tau and abnormalities in synaptic proteins and neuroinflammation."
Streptozocin,Alzheimers,C0038432,C0002395,33814439,https://pubmed.ncbi.nlm.nih.gov/33814439,"Enhancement of O-GlcNAcylation to moderate levels by using low-dose OGA inhibitor in ICV-STZ mice prevented STZ-induced body weight loss, rescued cognitive impairments, and restored AD-like pathologies, including hyperphosphorylation of tau and abnormalities in synaptic proteins and neuroinflammation."
Streptozocin,Alzheimers,C0038432,C0002395,33814439,https://pubmed.ncbi.nlm.nih.gov/33814439,"Enhancement of O-GlcNAcylation to moderate levels by using low-dose OGA inhibitor in ICV-STZ mice prevented STZ-induced body weight loss, rescued cognitive impairments, and restored AD-like pathologies, including hyperphosphorylation of tau and abnormalities in synaptic proteins and neuroinflammation."
Streptozocin,Alzheimers,C0038432,C0002395,33877499,https://pubmed.ncbi.nlm.nih.gov/33877499,Drotaverine Inhibitor of PDE4: Reverses the Streptozotocin Induced Alzheimer's Disease in Mice.
Streptozocin,Alzheimers,C0038432,C0002395,33877499,https://pubmed.ncbi.nlm.nih.gov/33877499,"Groups II-VII were given STZ (3 mg/kg, ICV) on 1st and 3rd day of treatment to induce AD."
Streptozocin,Alzheimers,C0038432,C0002395,33877499,https://pubmed.ncbi.nlm.nih.gov/33877499,Drotaverine Inhibitor of PDE4: Reverses the Streptozotocin Induced Alzheimer's Disease in Mice.
Streptozocin,Alzheimers,C0038432,C0002395,33877499,https://pubmed.ncbi.nlm.nih.gov/33877499,"Groups II-VII were given STZ (3 mg/kg, ICV) on 1st and 3rd day of treatment to induce AD."
Streptozocin,Alzheimers,C0038432,C0002395,33877499,https://pubmed.ncbi.nlm.nih.gov/33877499,Drotaverine Inhibitor of PDE4: Reverses the Streptozotocin Induced Alzheimer's Disease in Mice.
Streptozocin,Alzheimers,C0038432,C0002395,33877499,https://pubmed.ncbi.nlm.nih.gov/33877499,"Groups II-VII were given STZ (3 mg/kg, ICV) on 1st and 3rd day of treatment to induce AD."
Streptozocin,Alzheimers,C0038432,C0002395,34116571,https://pubmed.ncbi.nlm.nih.gov/34116571,"In the current study, the protective effect of beta boswellic acid on streptozotocin-induced sporadic Alzheimer's disease was surveyed."
Streptozocin,Alzheimers,C0038432,C0002395,34116571,https://pubmed.ncbi.nlm.nih.gov/34116571,"In the current study, the protective effect of beta boswellic acid on streptozotocin-induced sporadic Alzheimer's disease was surveyed."
Streptozocin,Alzheimers,C0038432,C0002395,34116571,https://pubmed.ncbi.nlm.nih.gov/34116571,"In the current study, the protective effect of beta boswellic acid on streptozotocin-induced sporadic Alzheimer's disease was surveyed."
Streptozocin,Alzheimers,C0038432,C0002395,34170261,https://pubmed.ncbi.nlm.nih.gov/34170261,"Hippocampal and intraperitoneal injections of streptozocin were used to induce AD and diabetes in male Wistar rats, followed by intranasal administration of a single dose of TSP-1-hEDSCs and intraperitoneal administration of artemisinin for 4 weeks."
Streptozocin,Alzheimers,C0038432,C0002395,34170261,https://pubmed.ncbi.nlm.nih.gov/34170261,"Hippocampal and intraperitoneal injections of streptozocin were used to induce AD and diabetes in male Wistar rats, followed by intranasal administration of a single dose of TSP-1-hEDSCs and intraperitoneal administration of artemisinin for 4 weeks."
Streptozocin,Alzheimers,C0038432,C0002395,34170261,https://pubmed.ncbi.nlm.nih.gov/34170261,"Hippocampal and intraperitoneal injections of streptozocin were used to induce AD and diabetes in male Wistar rats, followed by intranasal administration of a single dose of TSP-1-hEDSCs and intraperitoneal administration of artemisinin for 4 weeks."
Streptozocin,Alzheimers,C0038432,C0002395,34235591,https://pubmed.ncbi.nlm.nih.gov/34235591,Protective effect of andrographolide against STZ induced Alzheimer's disease in experimental rats: possible neuromodulation and Abeta     (1-42)       analysis.
Streptozocin,Alzheimers,C0038432,C0002395,34235591,https://pubmed.ncbi.nlm.nih.gov/34235591,Protective effect of andrographolide against STZ induced Alzheimer's disease in experimental rats: possible neuromodulation and Abeta     (1-42)       analysis.
Streptozocin,Alzheimers,C0038432,C0002395,34235591,https://pubmed.ncbi.nlm.nih.gov/34235591,Protective effect of andrographolide against STZ induced Alzheimer's disease in experimental rats: possible neuromodulation and Abeta     (1-42)       analysis.
Streptozocin,Alzheimers,C0038432,C0002395,34306309,https://pubmed.ncbi.nlm.nih.gov/34306309,"Probiotics Fermentation Technology, a Novel Kefir Product, Ameliorates Cognitive Impairment in Streptozotocin-Induced Sporadic Alzheimer's Disease in Mice."
Streptozocin,Alzheimers,C0038432,C0002395,34306309,https://pubmed.ncbi.nlm.nih.gov/34306309,"Probiotics Fermentation Technology, a Novel Kefir Product, Ameliorates Cognitive Impairment in Streptozotocin-Induced Sporadic Alzheimer's Disease in Mice."
Streptozocin,Alzheimers,C0038432,C0002395,34306309,https://pubmed.ncbi.nlm.nih.gov/34306309,"Probiotics Fermentation Technology, a Novel Kefir Product, Ameliorates Cognitive Impairment in Streptozotocin-Induced Sporadic Alzheimer's Disease in Mice."
Streptozocin,Alzheimers,C0038432,C0002395,34319254,https://pubmed.ncbi.nlm.nih.gov/34319254,BACKGROUND: To explore the effect of albiflorin (AL) on streptozotocin (STZ)-induced Alzheimer's disease (AD) in rats.
Streptozocin,Alzheimers,C0038432,C0002395,34319254,https://pubmed.ncbi.nlm.nih.gov/34319254,"Therefore, AL may ameliorate STZ-induced cognitive impairment in rats by regulating oxidative stress and inflammation in the brain."
Streptozocin,Alzheimers,C0038432,C0002395,34319254,https://pubmed.ncbi.nlm.nih.gov/34319254,BACKGROUND: To explore the effect of albiflorin (AL) on streptozotocin (STZ)-induced Alzheimer's disease (AD) in rats.
Streptozocin,Alzheimers,C0038432,C0002395,34319254,https://pubmed.ncbi.nlm.nih.gov/34319254,"Therefore, AL may ameliorate STZ-induced cognitive impairment in rats by regulating oxidative stress and inflammation in the brain."
Streptozocin,Alzheimers,C0038432,C0002395,34319254,https://pubmed.ncbi.nlm.nih.gov/34319254,BACKGROUND: To explore the effect of albiflorin (AL) on streptozotocin (STZ)-induced Alzheimer's disease (AD) in rats.
Streptozocin,Alzheimers,C0038432,C0002395,34319254,https://pubmed.ncbi.nlm.nih.gov/34319254,"Therefore, AL may ameliorate STZ-induced cognitive impairment in rats by regulating oxidative stress and inflammation in the brain."
Streptozocin,Alzheimers,C0038432,C0002395,34320500,https://pubmed.ncbi.nlm.nih.gov/34320500,Zuoguiwan Ameliorates Cognitive Deficits and Neuro-Inflammation in Streptozotocin-Induced Alzheimer's Disease Rats.
Streptozocin,Alzheimers,C0038432,C0002395,34320500,https://pubmed.ncbi.nlm.nih.gov/34320500,"RESULTS: The treatment with ZGW could suppress the cognitive impairment by the findings of escape latency and time spent in the target quadrant and the increased concentration of IL-1beta, IL-6, and TNF-alpha induced by STZ."
Streptozocin,Alzheimers,C0038432,C0002395,34320500,https://pubmed.ncbi.nlm.nih.gov/34320500,Zuoguiwan Ameliorates Cognitive Deficits and Neuro-Inflammation in Streptozotocin-Induced Alzheimer's Disease Rats.
Streptozocin,Alzheimers,C0038432,C0002395,34320500,https://pubmed.ncbi.nlm.nih.gov/34320500,"RESULTS: The treatment with ZGW could suppress the cognitive impairment by the findings of escape latency and time spent in the target quadrant and the increased concentration of IL-1beta, IL-6, and TNF-alpha induced by STZ."
Streptozocin,Alzheimers,C0038432,C0002395,34320500,https://pubmed.ncbi.nlm.nih.gov/34320500,Zuoguiwan Ameliorates Cognitive Deficits and Neuro-Inflammation in Streptozotocin-Induced Alzheimer's Disease Rats.
Streptozocin,Alzheimers,C0038432,C0002395,34320500,https://pubmed.ncbi.nlm.nih.gov/34320500,"RESULTS: The treatment with ZGW could suppress the cognitive impairment by the findings of escape latency and time spent in the target quadrant and the increased concentration of IL-1beta, IL-6, and TNF-alpha induced by STZ."
Streptozocin,Alzheimers,C0038432,C0002395,34428446,https://pubmed.ncbi.nlm.nih.gov/34428446,"Tadalafil and bergapten mitigate streptozotocin-induced sporadic Alzheimer's disease in mice via modulating neuroinflammation, PI3K/Akt, Wnt/beta-catenin, AMPK/mTOR signaling pathways."
Streptozocin,Alzheimers,C0038432,C0002395,34428446,https://pubmed.ncbi.nlm.nih.gov/34428446,"Tadalafil and bergapten mitigate streptozotocin-induced sporadic Alzheimer's disease in mice via modulating neuroinflammation, PI3K/Akt, Wnt/beta-catenin, AMPK/mTOR signaling pathways."
Streptozocin,Alzheimers,C0038432,C0002395,34428446,https://pubmed.ncbi.nlm.nih.gov/34428446,"Tadalafil and bergapten mitigate streptozotocin-induced sporadic Alzheimer's disease in mice via modulating neuroinflammation, PI3K/Akt, Wnt/beta-catenin, AMPK/mTOR signaling pathways."
Streptozocin,Alzheimers,C0038432,C0002395,34536437,https://pubmed.ncbi.nlm.nih.gov/34536437,Animals were subjected to treadmill exercise eight weeks before and four weeks after ALD induction by streptozocin (STZ).
Streptozocin,Alzheimers,C0038432,C0002395,34536437,https://pubmed.ncbi.nlm.nih.gov/34536437,Animals were subjected to treadmill exercise eight weeks before and four weeks after ALD induction by streptozocin (STZ).
Streptozocin,Alzheimers,C0038432,C0002395,34536437,https://pubmed.ncbi.nlm.nih.gov/34536437,Animals were subjected to treadmill exercise eight weeks before and four weeks after ALD induction by streptozocin (STZ).
Streptozocin,Alzheimers,C0038432,C0002395,34554409,https://pubmed.ncbi.nlm.nih.gov/34554409,STZ (3 mg/kg) was injected through an intracerebroventricular route to induce AD-like dementia.
Streptozocin,Alzheimers,C0038432,C0002395,34554409,https://pubmed.ncbi.nlm.nih.gov/34554409,Quercetin Exhibits alpha7nAChR/Nrf2/HO-1-Mediated Neuroprotection Against STZ-Induced Mitochondrial Toxicity and Cognitive Impairments in Experimental Rodents.
Streptozocin,Alzheimers,C0038432,C0002395,34554409,https://pubmed.ncbi.nlm.nih.gov/34554409,STZ (3 mg/kg) was injected through an intracerebroventricular route to induce AD-like dementia.
Streptozocin,Alzheimers,C0038432,C0002395,34554409,https://pubmed.ncbi.nlm.nih.gov/34554409,Quercetin Exhibits alpha7nAChR/Nrf2/HO-1-Mediated Neuroprotection Against STZ-Induced Mitochondrial Toxicity and Cognitive Impairments in Experimental Rodents.
Streptozocin,Alzheimers,C0038432,C0002395,34554409,https://pubmed.ncbi.nlm.nih.gov/34554409,STZ (3 mg/kg) was injected through an intracerebroventricular route to induce AD-like dementia.
Streptozocin,Alzheimers,C0038432,C0002395,34554409,https://pubmed.ncbi.nlm.nih.gov/34554409,Quercetin Exhibits alpha7nAChR/Nrf2/HO-1-Mediated Neuroprotection Against STZ-Induced Mitochondrial Toxicity and Cognitive Impairments in Experimental Rodents.
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,"Furthermore, both UTE and URE significantly enhanced Akt activation, down regulated the activation of glycogen synthase kinase 3beta (GSK-3beta), and induced the nuclear translocation of Nrf2 in the STZ-induced AD rats."
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,Morris water maze (MWM) test was conducted to assess the neurological functions in the STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,We found for the first time that both of them could ameliorate cognitive deficits in the STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,RESULTS: The MWM test results showed both UTE and URE could significantly improve the learning and memory impairments induced by STZ in rats.
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,"Furthermore, both UTE and URE significantly enhanced Akt activation, down regulated the activation of glycogen synthase kinase 3beta (GSK-3beta), and induced the nuclear translocation of Nrf2 in the STZ-induced AD rats."
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,Morris water maze (MWM) test was conducted to assess the neurological functions in the STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,We found for the first time that both of them could ameliorate cognitive deficits in the STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,RESULTS: The MWM test results showed both UTE and URE could significantly improve the learning and memory impairments induced by STZ in rats.
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,"Furthermore, both UTE and URE significantly enhanced Akt activation, down regulated the activation of glycogen synthase kinase 3beta (GSK-3beta), and induced the nuclear translocation of Nrf2 in the STZ-induced AD rats."
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,Morris water maze (MWM) test was conducted to assess the neurological functions in the STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,We found for the first time that both of them could ameliorate cognitive deficits in the STZ-induced AD rats.
Streptozocin,Alzheimers,C0038432,C0002395,34706756,https://pubmed.ncbi.nlm.nih.gov/34706756,RESULTS: The MWM test results showed both UTE and URE could significantly improve the learning and memory impairments induced by STZ in rats.
Streptozocin,Alzheimers,C0038432,C0002395,34715140,https://pubmed.ncbi.nlm.nih.gov/34715140,Deferoxamine preconditioning enhances the protective effects of stem cells in streptozotocin-induced Alzheimer's disease.
Streptozocin,Alzheimers,C0038432,C0002395,34715140,https://pubmed.ncbi.nlm.nih.gov/34715140,Deferoxamine preconditioning enhances the protective effects of stem cells in streptozotocin-induced Alzheimer's disease.
Streptozocin,Alzheimers,C0038432,C0002395,34715140,https://pubmed.ncbi.nlm.nih.gov/34715140,Deferoxamine preconditioning enhances the protective effects of stem cells in streptozotocin-induced Alzheimer's disease.
Streptozocin,Alzheimers,C0038432,C0002395,34792730,https://pubmed.ncbi.nlm.nih.gov/34792730,"The aim of this study was to evaluate the effects of inosine on memory, neuroinflammatory cytokines, neurotrophic factors, expression of purinergic receptors, and morphological changes in the hippocampus and cerebral cortex of the rats with AD induced by streptozotocin (STZ)."
Streptozocin,Alzheimers,C0038432,C0002395,34792730,https://pubmed.ncbi.nlm.nih.gov/34792730,"The aim of this study was to evaluate the effects of inosine on memory, neuroinflammatory cytokines, neurotrophic factors, expression of purinergic receptors, and morphological changes in the hippocampus and cerebral cortex of the rats with AD induced by streptozotocin (STZ)."
Streptozocin,Alzheimers,C0038432,C0002395,34792730,https://pubmed.ncbi.nlm.nih.gov/34792730,"The aim of this study was to evaluate the effects of inosine on memory, neuroinflammatory cytokines, neurotrophic factors, expression of purinergic receptors, and morphological changes in the hippocampus and cerebral cortex of the rats with AD induced by streptozotocin (STZ)."
